"","PARK","BOROUGH","SIZE","CATEGORY","MURDER","RAPE","ROBBERY","FELONY_ASSAULT","BURGLARY","GRAND_LARCENY","GRAND_LARCENY__MOTOR","TOTAL","Year","Quarter"
"5622","DR. GERTRUDE B. KELLY PLAYGROUND","MANHATTAN    ",0.525,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5623","WALD PLAYGROUND","MANHATTAN    ",0.525,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5624","ANDREWS GROVE","QUEENS       ",0.518,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5625","LAFAYETTE PLAYGROUND ON LAFAYETTE AVENUE","BROOKLYN     ",0.517,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5626","ANIBAL AVILES PLAYGROUND","MANHATTAN    ",0.517,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5627","WASHINGTON PARK BRONX","BRONX        ",0.516,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5628","PAT WILLIAMS PLAYGROUND","QUEENS       ",0.514,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5629","GREENPOINT PLAYGROUND","BROOKLYN     ",0.504,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5630","PIERREPONT PLAYGROUND","BROOKLYN     ",0.503,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5631","EPIPHANY PLAYGROUND","BROOKLYN     ",0.5,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5632","JOHN ADAMS PLAYGROUND","QUEENS       ",0.494,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5633","LEVY PLAYGROUND","STATEN ISLAND",0.49,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5634","CLEMENT CLARKE MOORE PARK","MANHATTAN    ",0.489,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5635","CHARLTON GARDEN","BRONX        ",0.488,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5636","THOMAS J. CUITE PARK","BROOKLYN     ",0.487,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5637","CHERRY CLINTON PLAYGROUND","MANHATTAN    ",0.483,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5638","HILTON WHITE PLAYGROUND","BRONX        ",0.477,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5639","MILESTONE PARK","BROOKLYN     ",0.476,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5640","TURTLE PLAYGROUND","QUEENS       ",0.476,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5641","MATTHEWS - PALMER PLAYGROUND","MANHATTAN    ",0.475,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5642","FAIRMOUNT PLAYGROUND","BRONX        ",0.47,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5643","MOTHER CABRINI PARK","BROOKLYN     ",0.467,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5644","VIRGINIA PLAYGROUND","BRONX        ",0.461,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5645","RAINBOW PLAYGROUND","BROOKLYN     ",0.46,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5646","TEN EYCK PLAZA","BROOKLYN     ",0.46,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5647","TRIBOROUGH BRIDGE PLAYGROUND C","QUEENS       ",0.46,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5648","TRIBOROUGH BRIDGE PLAYGROUND D","QUEENS       ",0.46,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5649","TRIBOROUGH BRIDGE PLAYGROUND E","QUEENS       ",0.46,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5650","UNDERBRIDGE DOG RUN","QUEENS       ",0.457,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5651","WILLIAM MCCRAY PLAYGROUND","MANHATTAN    ",0.456,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5652","LOUIS ARMSTRONG COMMUNITY CENTER","QUEENS       ",0.452,"RECREATION CENTER LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5653","ABC PLAYGROUND","MANHATTAN    ",0.451,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5654","MIDDLE VILLAGE PLAYGROUND","QUEENS       ",0.448,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5655","YAK PLAYGROUND","BROOKLYN     ",0.444,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5656","HAVEMEYER PLAYGROUND","BRONX        ",0.442,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5657","BUTTERFLY GARDENS","BROOKLYN     ",0.442,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5658","PLAYGROUND ONE","MANHATTAN    ",0.44,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5659","GARIBALDI PLAYGROUND","BROOKLYN     ",0.437,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5660","MORRIS GARDEN","BRONX        ",0.436,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5661","MCCAFFREY PLAYGROUND","MANHATTAN    ",0.436,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5662","ADMIRAL TRIANGLE","BROOKLYN     ",0.433,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5663","HORSESHOE PLAYGROUND","BRONX        ",0.432,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5664","HUNTS POINT RIVERSIDE PARK","BRONX        ",0.426,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5665","TOMPKINSVILLE PARK","STATEN ISLAND",0.424,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5666","WEST 4TH STREET COURTS","MANHATTAN    ",0.42,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5667","MOSHOLU PLAYGROUND","BRONX        ",0.412,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5668","LIOTTI IKEFUGI PLAYGROUND","STATEN ISLAND",0.408,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5669","JOSEPH C. SAUER PARK","MANHATTAN    ",0.403,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5670","PLAYGROUND EIGHTY NINE LXXXIX","MANHATTAN    ",0.402,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5671","VAN NEST PARK","BRONX        ",0.401,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5672","JOSEPHINE CAMINITI PLAYGROUND","QUEENS       ",0.398,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5673","RODNEY PARK SOUTH","BROOKLYN     ",0.392,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5674","IMAGINATION PLAYGROUND","MANHATTAN    ",0.385,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5675","CHELSEA RECREATION CENTER","MANHATTAN    ",0.385,"RECREATION CENTER LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5676","HINES PARK","BRONX        ",0.383,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5677","GOBLE PLAYGROUND","BRONX        ",0.381,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5678","GRAND PLAYGROUND","BRONX        ",0.381,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5679","RODNEY PARK NORTH","BROOKLYN     ",0.37,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5680","ST. MARY'S PARK PLAYGROUND BROOKLYN","BROOKLYN     ",0.367,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5681","MARCY PARK SOUTH","BROOKLYN     ",0.357,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5682","BLEECKER PLAYGROUND","MANHATTAN    ",0.356,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5683","MCLAUGHLIN PLAYGROUND","QUEENS       ",0.356,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5684","HARLEM ART PARK","MANHATTAN    ",0.347,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5685","VINCENT F. ALBANO JR. PLAYGROUND","MANHATTAN    ",0.346,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5686","JEROME PLAYGROUND SOUTH","BRONX        ",0.345,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5687","ST. MARY'S PARK BROOKLYN","BROOKLYN     ",0.345,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5688","WALTON PARK","BRONX        ",0.344,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5689","REV LENA IRONS UNITY PARK","BRONX        ",0.342,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5690","SUTTON PLACE PARK","MANHATTAN    ",0.342,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5691","KINGSBRIDGE HEIGHTS COMMUNITY CENTER","BRONX        ",0.329,"RECREATION CENTER LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5692","MACARTHUR PARK","MANHATTAN    ",0.329,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5693","SLEDGE PLAYGROUND","BROOKLYN     ",0.328,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5694","BERRY PLAYGROUND","BROOKLYN     ",0.327,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5695","FREEDOM SQUARE PLAYGROUND","QUEENS       ",0.327,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5696","LONG ISLAND MEWS","QUEENS       ",0.323,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5697","BLACK ROCK PLAYGROUND","BRONX        ",0.322,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5698","HOT SPOT TOT LOT","BROOKLYN     ",0.322,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5699","RODNEY PLAYGROUND SOUTH","BROOKLYN     ",0.319,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5700","BRIDGE AND TUNNEL PARK","QUEENS       ",0.318,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5701","STOP & GO PLAYGROUND","BRONX        ",0.316,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5702","MACLAUGHLIN PLAYGROUND","BRONX        ",0.304,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5703","HARRY CHAPIN PLAYGROUND","BROOKLYN     ",0.3,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5704","ANNADALE GREEN","STATEN ISLAND",0.3,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5705","WEEKSVILLE PLAYGROUND","BROOKLYN     ",0.295,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5706","DODGER PLAYGROUND","BROOKLYN     ",0.293,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5707","RODNEY PLAYGROUND NORTH","BROOKLYN     ",0.29,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5708","ELIZABETH STROUD PLAYGROUND","BROOKLYN     ",0.29,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5709","HANSBOROUGH RECREATION CENTER","MANHATTAN    ",0.29,"POOL & RECREATION CENTER LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5710","A.R.R.O.W. FIELD HOUSE","QUEENS       ",0.29,"BASKETBALL & REC CENTER LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5711","JENNIE JEROME PLAYGROUND","BRONX        ",0.287,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5712","PLAYGROUND 115","QUEENS       ",0.287,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5713","MARINERS HARBOR PLAYGROUND","STATEN ISLAND",0.271,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5714","YOUTH VILLAGE","BRONX        ",0.27,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5715","BEANSTALK PLAYGROUND","BRONX        ",0.267,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5716","DESALVIO PLAYGROUND","MANHATTAN    ",0.266,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5717","DAN ROSS PLAYGROUND","BROOKLYN     ",0.256,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5718","DREAM STREET PARK","MANHATTAN    ",0.252,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5719","SIDNEY HILLMAN PLAYGROUND","MANHATTAN    ",0.245,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5720","SUNSHINE PLAYGROUND","MANHATTAN    ",0.24,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5721","RODNEY PARK CENTER","BROOKLYN     ",0.237,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5722","ST. GREGORY'S PLAYGROUND","MANHATTAN    ",0.231,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5723","SORRENTINO RECREATION CENTER","QUEENS       ",0.231,"RECREATION CENTER LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5724","UMMA PARK","BROOKLYN     ",0.23,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5725","WILLIAM F MOORE PARK","QUEENS       ",0.23,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5726","OGDEN PLIMPTON PLAYGROUND","BRONX        ",0.229,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5727","MARY O'CONNOR PLAYGROUND","MANHATTAN    ",0.229,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5728","GENE GRAY PLAYGROUND","QUEENS       ",0.229,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5729","DOWNING STREET PLAYGROUND","MANHATTAN    ",0.223,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5730","PLAYGROUND THIRTY FIVE XXXV","QUEENS       ",0.218,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5731","ROLF HENRY PLAYGROUND","BROOKLYN     ",0.213,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5732","P.S. 125 PLAYGROUND","BROOKLYN     ",0.208,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5733","TONY DAPOLITO RECREATION CENTER","MANHATTAN    ",0.208,"POOL & RECREATION CENTER LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5734","DAVIDSON PLAYGROUND","BRONX        ",0.207,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5735","ASTORIA HEALTH PLAYGROUND","QUEENS       ",0.207,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5736","CHIARANTANO PLAYGROUND","BROOKLYN     ",0.206,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5737","MINETTA PLAYGROUND","MANHATTAN    ",0.206,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5738","CORONA MAC PARK","QUEENS       ",0.205,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5739","THORPE FAMILY PLAYGROUND","BRONX        ",0.201,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5740","SUNNERS PLAYGROUND","BROOKLYN     ",0.197,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5741","TUDOR GROVE PLAYGROUND","MANHATTAN    ",0.192,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5742","RODNEY PLAYGROUND CENTER","BROOKLYN     ",0.189,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5743","SEABURY PARK","BRONX        ",0.186,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5744","EAE J MITCHELL PARK","BRONX        ",0.183,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5745","PENN TRIANGLE","BROOKLYN     ",0.183,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5746","METROPOLITAN RECREATION CENTER","BROOKLYN     ",0.181,"POOL & RECREATION CENTER LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5747","RAMON APONTE PARK","MANHATTAN    ",0.174,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5748","FIELD OF DREAMS PARK","BRONX        ",0.172,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5749","BILL BOJANGLES ROBINSON PLAYGROUND","MANHATTAN    ",0.172,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5750","RECREATION CENTER 54","MANHATTAN    ",0.17,"POOL & RECREATION CENTER LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5751","PEARL ST PLAYGROUND","MANHATTAN    ",0.162,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5752","LEWIS PLAYGROUND","BROOKLYN     ",0.161,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5753","NORTH PACIFIC PLAYGROUND","BROOKLYN     ",0.155,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5754","MORRIS MESA","BRONX        ",0.15,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5755","PEACE PARK","BRONX        ",0.141,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5756","DUKE PARK","BROOKLYN     ",0.137,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5757","SOBEL PLAYGROUND","BROOKLYN     ",0.135,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5758","CAPTAIN JACOB JOSEPH PLAYGROUND","MANHATTAN    ",0.135,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5759","GRAND CANAL COURT","MANHATTAN    ",0.134,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5760","LT. FEDERICO NARVAEZ TOT LOT","BROOKLYN     ",0.125,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5761","WEST 186TH STREET BASKETBALL COURT","MANHATTAN    ",0.123,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5762","SOPHIE IRENE LOEB","MANHATTAN    ",0.122,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,1,0,1,2016,"Q1"
"5763","BARRETTO PARK","BRONX        ",0.12,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5764","ABYSSINIAN TOT LOT","MANHATTAN    ",0.118,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5765","ALEXANDER'S ALLEY","BRONX        ",0.11,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5766","EAST FLATBUSH CHILDREN'S PARK","BROOKLYN     ",0.106,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5767","CORONA HEALTH SANCTUARY","QUEENS       ",0.101,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5768","MOHEGAN TRIANGLE","BRONX        ",0.096,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5769","PLAYGROUND OF THE AMERICAS","MANHATTAN    ",0.079,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5770","PRIVATE WILLIAM GRAY PARK","QUEENS       ",0.069,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5771","ADRIENNE'S PLAYGROUND","MANHATTAN    ",0,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5773","PELHAM BAY PARK","BRONX        ",2771.75,"ONE ACRE OR LARGER",0,0,0,1,0,2,0,3,2016,"Q2"
"5774","VAN CORTLANDT PARK","BRONX        ",1146.43,"ONE ACRE OR LARGER",0,0,1,4,0,1,0,6,2016,"Q2"
"5775","ROCKAWAY BEACH AND BOARDWALK","QUEENS       ",1072.56,"ONE ACRE OR LARGER",0,0,0,0,0,2,0,2,2016,"Q2"
"5776","FRESHKILLS PARK","STATEN ISLAND",913.32,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q2"
"5777","FLUSHING MEADOWS CORONA PARK","QUEENS       ",897.69,"ONE ACRE OR LARGER",0,0,3,1,0,21,0,25,2016,"Q2"
"5778","LATOURETTE PARK & GOLF COURSE","STATEN ISLAND",843.97,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q2"
"5779","MARINE PARK","BROOKLYN     ",798,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q2"
"5780","BELT PARKWAY/SHORE PARKWAY","BROOKLYN/QUEENS",760.43,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q2"
"5781","BRONX PARK","BRONX        ",718.37,"ONE ACRE OR LARGER",0,0,2,2,0,2,0,6,2016,"Q2"
"5782","FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH","STATEN ISLAND",644.35,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q2"
"5783","ALLEY POND PARK","QUEENS       ",635.51,"ONE ACRE OR LARGER",0,0,0,0,0,4,0,4,2016,"Q2"
"5784","PROSPECT PARK","BROOKLYN     ",526.25,"ONE ACRE OR LARGER",0,2,0,0,0,6,0,8,2016,"Q2"
"5785","FOREST PARK","QUEENS       ",506.86,"ONE ACRE OR LARGER",0,0,2,0,0,0,0,2,2016,"Q2"
"5786","GRAND CENTRAL PARKWAY","QUEENS       ",460.16,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q2"
"5787","FERRY POINT PARK","BRONX        ",413.8,"ONE ACRE OR LARGER",0,0,0,0,1,0,0,1,2016,"Q2"
"5788","CONEY ISLAND BEACH & BOARDWALK","BROOKLYN     ",399.2,"ONE ACRE OR LARGER",0,0,2,3,0,7,0,12,2016,"Q2"
"5789","CUNNINGHAM PARK","QUEENS       ",358,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q2"
"5790","RICHMOND PARKWAY","STATEN ISLAND",350.98,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q2"
